Gene name	Gene ID	Transcript ID	CCDS ID	APPRIS Annotation	MANE
NBEAL2	ENSG00000160796	ENST00000450053	CCDS46817.1	PRINCIPAL:2	MANE_Select
CMSS1	ENSG00000184220	ENST00000421999	CCDS2935.1	PRINCIPAL:1	MANE_Select
COL6A5	ENSG00000172752	ENST00000373157	-	PRINCIPAL:2	MANE_Select
VILL	ENSG00000136059	ENST00000383759	CCDS2670.2	PRINCIPAL:1	MANE_Select
ARHGEF3	ENSG00000163947	ENST00000296315	CCDS2878.1	PRINCIPAL:1	MANE_Select
NEK11	ENSG00000114670	ENST00000383366	CCDS3069.1	PRINCIPAL:1	MANE_Select
TFRC	ENSG00000072274	ENST00000360110	CCDS3312.1	PRINCIPAL:2	MANE_Select
P4HTM	ENSG00000178467	ENST00000383729	CCDS43089.1	PRINCIPAL:1	MANE_Select
RNF168	ENSG00000163961	ENST00000318037	CCDS3317.1	PRINCIPAL:1	MANE_Select
TADA3	ENSG00000171148	ENST00000301964	CCDS2583.1	PRINCIPAL:1	MANE_Select
MIX23	ENSG00000160124	ENST00000291458	CCDS33838.1	PRINCIPAL:1	MANE_Select
SLC35G2	ENSG00000168917	ENST00000446465	CCDS3091.1	PRINCIPAL:1	MANE_Select
ARL6	ENSG00000113966	ENST00000463745	CCDS2928.1	PRINCIPAL:1	MANE_Select
SLC9A9	ENSG00000181804	ENST00000316549	CCDS33872.1	PRINCIPAL:1	MANE_Select
MLH1	ENSG00000076242	ENST00000231790	CCDS2663.1	PRINCIPAL:1	MANE_Select
TCAIM	ENSG00000179152	ENST00000342649	CCDS2712.1	PRINCIPAL:1	MANE_Select
KLHL6	ENSG00000172578	ENST00000341319	CCDS3245.2	PRINCIPAL:1	MANE_Select
PCNP	ENSG00000081154	ENST00000265260	CCDS2942.1	PRINCIPAL:1	MANE_Select
ABHD6	ENSG00000163686	ENST00000478253	CCDS2887.1	PRINCIPAL:1	MANE_Select
HACD2	ENSG00000206527	ENST00000383657	CCDS46895.1	PRINCIPAL:1	MANE_Select
MAP6D1	ENSG00000180834	ENST00000318631	CCDS3247.1	PRINCIPAL:1	MANE_Select
TIPARP	ENSG00000163659	ENST00000295924	CCDS3177.1	PRINCIPAL:1	MANE_Select
PRSS50	ENSG00000283706	ENST00000315170	CCDS2745.1	PRINCIPAL:1	MANE_Select
IMPG2	ENSG00000081148	ENST00000193391	CCDS2940.1	PRINCIPAL:1	MANE_Select
EPHA3	ENSG00000044524	ENST00000336596	CCDS2922.1	PRINCIPAL:1	MANE_Select
GAP43	ENSG00000172020	ENST00000305124	CCDS33830.1	PRINCIPAL:1	MANE_Select
IL5RA	ENSG00000091181	ENST00000446632	CCDS2559.1	PRINCIPAL:2	MANE_Select
IQCF6	ENSG00000214686	ENST00000667863	-	PRINCIPAL:2	MANE_Select
GPR62	ENSG00000180929	ENST00000322241	CCDS2838.1	PRINCIPAL:1	MANE_Select
ZXDC	ENSG00000070476	ENST00000389709	CCDS43145.1	PRINCIPAL:4	MANE_Select
SH3BP5	ENSG00000131370	ENST00000383791	CCDS2625.2	PRINCIPAL:1	MANE_Select
BBX	ENSG00000114439	ENST00000325805	CCDS46881.1	PRINCIPAL:4	MANE_Select
NCEH1	ENSG00000144959	ENST00000475381	-	PRINCIPAL:1	MANE_Select
WDR82	ENSG00000164091	ENST00000296490	CCDS2851.2	PRINCIPAL:1	MANE_Select
SATB1	ENSG00000182568	ENST00000338745	CCDS2631.1	PRINCIPAL:1	MANE_Select
GPR87	ENSG00000138271	ENST00000260843	CCDS3157.1	PRINCIPAL:1	MANE_Select
COMMD2	ENSG00000114744	ENST00000473414	CCDS3145.1	PRINCIPAL:1	MANE_Select
CLDND1	ENSG00000080822	ENST00000341181	CCDS2930.1	PRINCIPAL:1	MANE_Select
NFKBIZ	ENSG00000144802	ENST00000326172	CCDS2946.1	PRINCIPAL:4	MANE_Select
IP6K2	ENSG00000068745	ENST00000328631	CCDS2777.1	PRINCIPAL:1	MANE_Select
ABHD14B	ENSG00000114779	ENST00000361143	CCDS2842.1	PRINCIPAL:2	MANE_Select
SNRK	ENSG00000163788	ENST00000296088	CCDS43075.1	PRINCIPAL:1	MANE_Select
PLOD2	ENSG00000152952	ENST00000282903	CCDS3132.1	PRINCIPAL:3	MANE_Select
FAM162A	ENSG00000114023	ENST00000477892	CCDS43139.1	PRINCIPAL:1	MANE_Select
XCR1	ENSG00000173578	ENST00000309285	CCDS2736.1	PRINCIPAL:1	MANE_Select
WDR5B	ENSG00000196981	ENST00000330689	CCDS3012.1	PRINCIPAL:1	MANE_Select
ARPP21	ENSG00000172995	ENST00000684406	-	PRINCIPAL:4	MANE_Select
C3orf56	ENSG00000214324	ENST00000624688	-	PRINCIPAL:1	MANE_Select
PDZRN3	ENSG00000121440	ENST00000263666	CCDS33789.1	PRINCIPAL:1	MANE_Select
SERP1	ENSG00000120742	ENST00000239944	CCDS3150.1	PRINCIPAL:1	MANE_Select
RARRES1	ENSG00000118849	ENST00000237696	CCDS3184.1	PRINCIPAL:1	MANE_Select
DNAJB8	ENSG00000179407	ENST00000319153	CCDS3048.1	PRINCIPAL:1	MANE_Select
EEFSEC	ENSG00000132394	ENST00000254730	CCDS33849.1	PRINCIPAL:1	MANE_Select
NSUN3	ENSG00000178694	ENST00000314622	CCDS2927.1	PRINCIPAL:1	MANE_Select
TM4SF18	ENSG00000163762	ENST00000296059	CCDS3142.1	PRINCIPAL:1	MANE_Select
PRR23C	ENSG00000233701	ENST00000413199	CCDS46924.1	PRINCIPAL:1	MANE_Select
GLRB	ENSG00000109738	ENST00000264428	CCDS3796.1	PRINCIPAL:1	MANE_Select
BMP3	ENSG00000152785	ENST00000282701	CCDS3588.1	PRINCIPAL:1	MANE_Select
GRK4	ENSG00000125388	ENST00000398052	CCDS33946.1	PRINCIPAL:1	MANE_Select
LIAS	ENSG00000121897	ENST00000640888	CCDS3453.1	PRINCIPAL:1	MANE_Select
FNIP2	ENSG00000052795	ENST00000264433	CCDS47155.1	PRINCIPAL:1	MANE_Select
ASIC5	ENSG00000256394	ENST00000537611	CCDS3793.1	PRINCIPAL:1	MANE_Select
ANKRD37	ENSG00000186352	ENST00000335174	CCDS3841.1	PRINCIPAL:1	MANE_Select
GK3P	ENSG00000229894	ENST00000505354	-	PRINCIPAL:1	MANE_Select
SPATA4	ENSG00000150628	ENST00000280191	CCDS3826.1	PRINCIPAL:1	MANE_Select
TMEM144	ENSG00000164124	ENST00000296529	CCDS3799.1	PRINCIPAL:1	MANE_Select
ANK2	ENSG00000145362	ENST00000357077	CCDS3702.1	PRINCIPAL:2	MANE_Select
STAP1	ENSG00000035720	ENST00000265404	CCDS3515.1	PRINCIPAL:1	MANE_Select
PPM1K	ENSG00000163644	ENST00000608933	CCDS3629.1	PRINCIPAL:1	MANE_Select
ARFIP1	ENSG00000164144	ENST00000353617	CCDS34080.1	PRINCIPAL:1	MANE_Select
ABHD18	ENSG00000164074	ENST00000645843	CCDS87261.1	PRINCIPAL:1	MANE_Select
SLC9B1	ENSG00000164037	ENST00000296422	CCDS34041.1	PRINCIPAL:1	MANE_Select
APELA	ENSG00000248329	ENST00000507152	CCDS77980.1	PRINCIPAL:1	MANE_Select
EREG	ENSG00000124882	ENST00000244869	CCDS3564.1	PRINCIPAL:1	MANE_Select
TMEM128	ENSG00000132406	ENST00000382753	CCDS75099.1	PRINCIPAL:1	MANE_Select
TXK	ENSG00000074966	ENST00000264316	CCDS3480.1	PRINCIPAL:4	MANE_Select
NFXL1	ENSG00000170448	ENST00000507489	CCDS3478.2	PRINCIPAL:1	MANE_Select
TLR2	ENSG00000137462	ENST00000642700	CCDS3784.1	PRINCIPAL:1	MANE_Select
ADH7	ENSG00000196344	ENST00000437033	-	PRINCIPAL:1	MANE_Select
FAT1	ENSG00000083857	ENST00000441802	CCDS47177.1	PRINCIPAL:1	MANE_Select
TRPC3	ENSG00000138741	ENST00000379645	CCDS47130.1	PRINCIPAL:4	MANE_Select
PPAT	ENSG00000128059	ENST00000264220	CCDS3505.1	PRINCIPAL:1	MANE_Select
C4orf48	ENSG00000243449	ENST00000409248	CCDS47000.2	PRINCIPAL:1	MANE_Select
FHIP1A	ENSG00000164142	ENST00000435205	CCDS47146.1	PRINCIPAL:1	MANE_Select
PRDM5	ENSG00000138738	ENST00000264808	CCDS3716.1	PRINCIPAL:1	MANE_Select
USP17L13	ENSG00000232399	ENST00000429667	CCDS59457.1	PRINCIPAL:1	MANE_Select
SLC25A4	ENSG00000151729	ENST00000281456	CCDS34114.1	PRINCIPAL:1	MANE_Select
PCDH10	ENSG00000138650	ENST00000264360	CCDS34063.1	PRINCIPAL:1	MANE_Select
NSUN7	ENSG00000179299	ENST00000381782	CCDS3461.2	PRINCIPAL:2	MANE_Select
ZBTB49	ENSG00000168826	ENST00000337872	CCDS3375.1	PRINCIPAL:1	MANE_Select
LNX1	ENSG00000072201	ENST00000263925	CCDS47057.1	PRINCIPAL:1	MANE_Select
ENOPH1	ENSG00000145293	ENST00000273920	CCDS3594.1	PRINCIPAL:1	MANE_Select
RGS12	ENSG00000159788	ENST00000336727	CCDS3366.1	PRINCIPAL:2	MANE_Select
TBCK	ENSG00000145348	ENST00000394708	CCDS54788.1	PRINCIPAL:1	MANE_Select
FGFRL1	ENSG00000127418	ENST00000510644	CCDS3344.1	PRINCIPAL:1	MANE_Select
DEFB131A	ENSG00000186146	ENST00000334879	CCDS43213.1	PRINCIPAL:1	MANE_Select
TMEM33	ENSG00000109133	ENST00000504986	CCDS3464.1	PRINCIPAL:1	MANE_Select
EGF	ENSG00000138798	ENST00000265171	CCDS3689.1	PRINCIPAL:1	MANE_Select
TRIM60	ENSG00000176979	ENST00000512596	CCDS3808.1	PRINCIPAL:1	MANE_Select
STIM2	ENSG00000109689	ENST00000467087	CCDS3440.2	PRINCIPAL:2	MANE_Select
UGT2B15	ENSG00000196620	ENST00000338206	CCDS3524.1	PRINCIPAL:1	MANE_Select
DCLK2	ENSG00000170390	ENST00000296550	CCDS34076.1	PRINCIPAL:4	MANE_Select
OSTC	ENSG00000198856	ENST00000361564	CCDS3681.1	PRINCIPAL:1	MANE_Select
GPRIN3	ENSG00000185477	ENST00000609438	CCDS34030.1	PRINCIPAL:1	MANE_Select
CXCL6	ENSG00000124875	ENST00000226317	CCDS3560.1	PRINCIPAL:1	MANE_Select
GSX2	ENSG00000180613	ENST00000326902	CCDS3494.1	PRINCIPAL:1	MANE_Select
USP53	ENSG00000145390	ENST00000692078	CCDS43265.1	PRINCIPAL:2	MANE_Select
POU4F2	ENSG00000151615	ENST00000281321	CCDS34074.1	PRINCIPAL:1	MANE_Select
CXCL13	ENSG00000156234	ENST00000682537	CCDS3582.1	PRINCIPAL:1	MANE_Select
NMU	ENSG00000109255	ENST00000264218	CCDS3501.1	PRINCIPAL:1	MANE_Select
GRID2	ENSG00000152208	ENST00000282020	CCDS3637.1	PRINCIPAL:1	MANE_Select
USP17L30	ENSG00000228856	ENST00000504104	CCDS59471.1	PRINCIPAL:1	MANE_Select
HPGD	ENSG00000164120	ENST00000296522	CCDS3821.1	PRINCIPAL:1	MANE_Select
TRAPPC11	ENSG00000168538	ENST00000334690	CCDS34112.1	PRINCIPAL:1	MANE_Select
UCP1	ENSG00000109424	ENST00000262999	CCDS3753.1	PRINCIPAL:1	MANE_Select
MRPL1	ENSG00000169288	ENST00000315567	CCDS3583.2	PRINCIPAL:1	MANE_Select
TNIP2	ENSG00000168884	ENST00000315423	CCDS3362.1	PRINCIPAL:1	MANE_Select
CLOCK	ENSG00000134852	ENST00000513440	CCDS3500.1	PRINCIPAL:1	MANE_Select
CISD2	ENSG00000145354	ENST00000273986	CCDS34040.1	PRINCIPAL:1	MANE_Select
BDH2	ENSG00000164039	ENST00000296424	CCDS3663.1	PRINCIPAL:1	MANE_Select
DKK2	ENSG00000155011	ENST00000285311	CCDS3675.1	PRINCIPAL:1	MANE_Select
EXOSC9	ENSG00000123737	ENST00000243498	CCDS3722.2	PRINCIPAL:1	MANE_Select
KDR	ENSG00000128052	ENST00000263923	CCDS3497.1	PRINCIPAL:1	MANE_Select
CEP135	ENSG00000174799	ENST00000257287	CCDS33986.1	PRINCIPAL:1	MANE_Select
FDCSP	ENSG00000181617	ENST00000317987	CCDS3537.1	PRINCIPAL:1	MANE_Select
PPP3CA	ENSG00000138814	ENST00000394854	CCDS34037.1	PRINCIPAL:3	MANE_Select
MGAT4D	ENSG00000205301	ENST00000511113	CCDS64066.1	PRINCIPAL:2	MANE_Select
CSN2	ENSG00000135222	ENST00000353151	CCDS3532.1	PRINCIPAL:1	MANE_Select
PTPN13	ENSG00000163629	ENST00000411767	CCDS47094.1	PRINCIPAL:4	MANE_Select
RWDD4	ENSG00000182552	ENST00000326397	CCDS34111.1	PRINCIPAL:2	MANE_Select
MRFAP1	ENSG00000179010	ENST00000382581	CCDS3389.1	PRINCIPAL:1	MANE_Select
MSMO1	ENSG00000052802	ENST00000261507	CCDS3809.1	PRINCIPAL:1	MANE_Select
ZNF330	ENSG00000109445	ENST00000262990	CCDS3754.1	PRINCIPAL:1	MANE_Select
IL15	ENSG00000164136	ENST00000320650	CCDS3755.1	PRINCIPAL:1	MANE_Select
NUDT6	ENSG00000170917	ENST00000304430	CCDS43268.1	PRINCIPAL:1	MANE_Select
TMEM154	ENSG00000170006	ENST00000304385	CCDS3779.1	PRINCIPAL:1	MANE_Select
SFRP2	ENSG00000145423	ENST00000274063	CCDS34082.1	PRINCIPAL:1	MANE_Select
FAM53A	ENSG00000174137	ENST00000308132	CCDS33939.1	PRINCIPAL:2	MANE_Select
DAPP1	ENSG00000070190	ENST00000512369	CCDS47112.1	PRINCIPAL:1	MANE_Select
TMEM150C	ENSG00000249242	ENST00000449862	CCDS47087.1	PRINCIPAL:1	MANE_Select
MSX1	ENSG00000163132	ENST00000382723	CCDS3378.2	PRINCIPAL:1	MANE_Select
CXCL5	ENSG00000163735	ENST00000296027	CCDS34006.1	PRINCIPAL:1	MANE_Select
UBE2D3	ENSG00000109332	ENST00000453744	CCDS3660.1	PRINCIPAL:4	MANE_Select
REST	ENSG00000084093	ENST00000309042	CCDS3509.1	PRINCIPAL:1	MANE_Select
ACSL1	ENSG00000151726	ENST00000281455	CCDS3839.1	PRINCIPAL:3	MANE_Select
UGT2A3	ENSG00000135220	ENST00000251566	CCDS3525.1	PRINCIPAL:1	MANE_Select
GNRHR	ENSG00000109163	ENST00000226413	CCDS3517.1	PRINCIPAL:1	MANE_Select
ZNF595	ENSG00000272602	ENST00000610261	CCDS75075.1	PRINCIPAL:1	MANE_Select
TIGD4	ENSG00000169989	ENST00000304337	CCDS34079.1	PRINCIPAL:1	MANE_Select
MXD4	ENSG00000123933	ENST00000337190	CCDS3361.1	PRINCIPAL:1	MANE_Select
LAP3	ENSG00000002549	ENST00000226299	CCDS3422.1	PRINCIPAL:1	MANE_Select
USP17L20	ENSG00000250745	ENST00000506151	CCDS59461.1	PRINCIPAL:1	MANE_Select
RAB33B	ENSG00000172007	ENST00000305626	CCDS3747.1	PRINCIPAL:1	MANE_Select
IL21	ENSG00000138684	ENST00000648588	CCDS3727.1	PRINCIPAL:1	MANE_Select
ODAM	ENSG00000109205	ENST00000683306	CCDS3536.2	PRINCIPAL:1	MANE_Select
WFS1	ENSG00000109501	ENST00000226760	CCDS3386.1	PRINCIPAL:2	MANE_Select
ADH5	ENSG00000197894	ENST00000296412	CCDS47111.1	PRINCIPAL:1	MANE_Select
PPEF2	ENSG00000156194	ENST00000286719	CCDS34013.1	PRINCIPAL:1	MANE_Select
GAK	ENSG00000178950	ENST00000314167	CCDS3340.1	PRINCIPAL:1	MANE_Select
CLNK	ENSG00000109684	ENST00000226951	CCDS47024.1	PRINCIPAL:1	MANE_Select
PCGF3	ENSG00000185619	ENST00000362003	CCDS3339.2	PRINCIPAL:1	MANE_Select
ARHGEF38	ENSG00000236699	ENST00000420470	CCDS56338.1	PRINCIPAL:1	MANE_Select
DNAJB14	ENSG00000164031	ENST00000442697	CCDS34035.1	PRINCIPAL:1	MANE_Select
STX18	ENSG00000168818	ENST00000306200	CCDS3377.1	PRINCIPAL:1	MANE_Select
ELF2	ENSG00000109381	ENST00000686138	CCDS82954.1	PRINCIPAL:1	MANE_Select
PLAC8	ENSG00000145287	ENST00000311507	CCDS3601.1	PRINCIPAL:1	MANE_Select
PDE6B	ENSG00000133256	ENST00000496514	CCDS33932.1	PRINCIPAL:3	MANE_Select
HMX1	ENSG00000215612	ENST00000400677	CCDS47018.1	PRINCIPAL:1	MANE_Select
RFC1	ENSG00000035928	ENST00000349703	CCDS3450.1	PRINCIPAL:4	MANE_Select
SCARB2	ENSG00000138760	ENST00000264896	CCDS3577.1	PRINCIPAL:2	MANE_Select
PDGFRA	ENSG00000134853	ENST00000257290	CCDS3495.1	PRINCIPAL:1	MANE_Select
MFSD10	ENSG00000109736	ENST00000355443	CCDS3365.1	PRINCIPAL:1	MANE_Select
UGT2B4	ENSG00000156096	ENST00000305107	CCDS43234.1	PRINCIPAL:1	MANE_Select
SMIM14	ENSG00000163683	ENST00000295958	CCDS3456.1	PRINCIPAL:1	MANE_Select
UGT2B17	ENSG00000197888	ENST00000317746	CCDS3523.1	PRINCIPAL:1	MANE_Select
FRG1	ENSG00000109536	ENST00000226798	CCDS34121.1	PRINCIPAL:1	MANE_Select
NAP1L5	ENSG00000177432	ENST00000323061	CCDS3632.1	PRINCIPAL:1	MANE_Select
NPY2R	ENSG00000185149	ENST00000329476	CCDS3791.1	PRINCIPAL:1	MANE_Select
ARSJ	ENSG00000180801	ENST00000315366	CCDS43264.1	PRINCIPAL:1	MANE_Select
FAM114A1	ENSG00000197712	ENST00000358869	CCDS3447.1	PRINCIPAL:1	MANE_Select
VEGFC	ENSG00000150630	ENST00000618562	CCDS43285.1	PRINCIPAL:1	MANE_Select
SPRY1	ENSG00000164056	ENST00000651917	CCDS3731.1	PRINCIPAL:1	MANE_Select
STOX2	ENSG00000173320	ENST00000308497	CCDS47167.1	PRINCIPAL:1	MANE_Select
CASP6	ENSG00000138794	ENST00000265164	CCDS3684.1	PRINCIPAL:1	MANE_Select
ENPP6	ENSG00000164303	ENST00000296741	CCDS3834.1	PRINCIPAL:1	MANE_Select
HHIP	ENSG00000164161	ENST00000296575	CCDS3762.1	PRINCIPAL:1	MANE_Select
ODAPH	ENSG00000174792	ENST00000311623	CCDS3569.1	PRINCIPAL:1	MANE_Select
NPY1R	ENSG00000164128	ENST00000296533	CCDS34089.1	PRINCIPAL:1	MANE_Select
EVC2	ENSG00000173040	ENST00000344408	CCDS3382.2	PRINCIPAL:2	MANE_Select
OCIAD2	ENSG00000145247	ENST00000508632	CCDS33981.1	PRINCIPAL:1	MANE_Select
SCD5	ENSG00000145284	ENST00000319540	CCDS34024.1	PRINCIPAL:1	MANE_Select
HTT	ENSG00000197386	ENST00000355072	CCDS43206.1	PRINCIPAL:2	MANE_Select
AGA	ENSG00000038002	ENST00000264595	CCDS3829.1	PRINCIPAL:1	MANE_Select
GATB	ENSG00000059691	ENST00000263985	CCDS3776.1	PRINCIPAL:1	MANE_Select
FAM200B	ENSG00000237765	ENST00000422728	CCDS47028.1	PRINCIPAL:1	MANE_Select
KIAA0232	ENSG00000170871	ENST00000307659	CCDS43209.1	PRINCIPAL:1	MANE_Select
PRMT9	ENSG00000164169	ENST00000322396	CCDS3771.1	PRINCIPAL:1	MANE_Select
INTS12	ENSG00000138785	ENST00000340139	CCDS3671.1	PRINCIPAL:1	MANE_Select
FAM47E	ENSG00000189157	ENST00000424749	CCDS47081.1	PRINCIPAL:1	MANE_Select
GRSF1	ENSG00000132463	ENST00000254799	CCDS47069.1	PRINCIPAL:1	MANE_Select
C4orf3	ENSG00000164096	ENST00000504110	CCDS43266.1	PRINCIPAL:1	MANE_Select
ZNF718	ENSG00000250312	ENST00000510175	CCDS75078.1	PRINCIPAL:1	MANE_Select
KCTD8	ENSG00000183783	ENST00000360029	CCDS3467.1	PRINCIPAL:1	MANE_Select
ZCCHC4	ENSG00000168228	ENST00000302874	CCDS43218.1	PRINCIPAL:1	MANE_Select
JADE1	ENSG00000077684	ENST00000226319	CCDS34062.1	PRINCIPAL:1	MANE_Select
FRAS1	ENSG00000138759	ENST00000512123	CCDS54771.1	PRINCIPAL:1	MANE_Select
TNIP3	ENSG00000050730	ENST00000057513	CCDS3718.1	PRINCIPAL:2	MANE_Select
SAP30	ENSG00000164105	ENST00000296504	CCDS3817.1	PRINCIPAL:1	MANE_Select
TADA2B	ENSG00000173011	ENST00000310074	CCDS47007.1	PRINCIPAL:1	MANE_Select
TLL1	ENSG00000038295	ENST00000061240	CCDS3811.1	PRINCIPAL:1	MANE_Select
TIGD2	ENSG00000180346	ENST00000603357	CCDS3633.1	PRINCIPAL:1	MANE_Select
BTC	ENSG00000174808	ENST00000395743	CCDS3566.1	PRINCIPAL:1	MANE_Select
MAML3	ENSG00000196782	ENST00000509479	CCDS54805.1	PRINCIPAL:1	MANE_Select
SLC9B2	ENSG00000164038	ENST00000394785	CCDS3662.1	PRINCIPAL:1	MANE_Select
PRKG2	ENSG00000138669	ENST00000264399	CCDS3589.1	PRINCIPAL:1	MANE_Select
RXFP1	ENSG00000171509	ENST00000307765	CCDS43276.1	PRINCIPAL:1	MANE_Select
ADGRA3	ENSG00000152990	ENST00000334304	CCDS33964.1	PRINCIPAL:1	MANE_Select
USP38	ENSG00000170185	ENST00000307017	CCDS3758.1	PRINCIPAL:1	MANE_Select
UFSP2	ENSG00000109775	ENST00000264689	CCDS3842.1	PRINCIPAL:1	MANE_Select
SLAIN2	ENSG00000109171	ENST00000264313	CCDS47051.1	PRINCIPAL:1	MANE_Select
PGM2	ENSG00000169299	ENST00000381967	CCDS3443.1	PRINCIPAL:1	MANE_Select
PYURF	ENSG00000145337	ENST00000273968	CCDS3631.1	PRINCIPAL:1	MANE_Select
RPS3A	ENSG00000145425	ENST00000274065	CCDS3775.1	PRINCIPAL:1	MANE_Select
CDS1	ENSG00000163624	ENST00000295887	CCDS3608.1	PRINCIPAL:1	MANE_Select
HAND2	ENSG00000164107	ENST00000359562	CCDS3819.1	PRINCIPAL:1	MANE_Select
RPL34	ENSG00000109475	ENST00000394667	CCDS3680.1	PRINCIPAL:1	MANE_Select
STPG2	ENSG00000163116	ENST00000295268	CCDS3645.1	PRINCIPAL:1	MANE_Select
SLC2A9	ENSG00000109667	ENST00000264784	CCDS3407.1	PRINCIPAL:3	MANE_Select
SLC39A8	ENSG00000138821	ENST00000356736	CCDS3656.1	PRINCIPAL:1	MANE_Select
PARM1	ENSG00000169116	ENST00000307428	CCDS47077.1	PRINCIPAL:1	MANE_Select
CFAP299	ENSG00000197826	ENST00000358105	CCDS3587.1	PRINCIPAL:1	MANE_Select
MYOZ2	ENSG00000172399	ENST00000307128	CCDS3711.1	PRINCIPAL:1	MANE_Select
NKX6-1	ENSG00000163623	ENST00000295886	CCDS3607.1	PRINCIPAL:1	MANE_Select
CCNA2	ENSG00000145386	ENST00000274026	CCDS3723.1	PRINCIPAL:1	MANE_Select
GUCY1A1	ENSG00000164116	ENST00000506455	CCDS34085.1	PRINCIPAL:1	MANE_Select
LGI2	ENSG00000153012	ENST00000382114	CCDS3431.1	PRINCIPAL:1	MANE_Select
EPGN	ENSG00000182585	ENST00000413830	CCDS59478.1	PRINCIPAL:1	MANE_Select
GIMD1	ENSG00000250298	ENST00000638719	CCDS82942.1	PRINCIPAL:1	MANE_Select
ENAM	ENSG00000132464	ENST00000396073	CCDS3544.2	PRINCIPAL:1	MANE_Select
PPP2R2C	ENSG00000074211	ENST00000382599	CCDS3387.1	PRINCIPAL:1	MANE_Select
NAA15	ENSG00000164134	ENST00000296543	CCDS43270.1	PRINCIPAL:3	MANE_Select
PAICS	ENSG00000128050	ENST00000512576	CCDS47061.1	PRINCIPAL:3	MANE_Select
SULT1B1	ENSG00000173597	ENST00000310613	CCDS3530.1	PRINCIPAL:1	MANE_Select
DMP1	ENSG00000152592	ENST00000339673	CCDS3623.1	PRINCIPAL:1	MANE_Select
NSG1	ENSG00000168824	ENST00000621129	CCDS3376.1	PRINCIPAL:1	MANE_Select
NDST3	ENSG00000164100	ENST00000296499	CCDS3708.1	PRINCIPAL:1	MANE_Select
SLBP	ENSG00000163950	ENST00000489418	CCDS3350.1	PRINCIPAL:2	MANE_Select
SDAD1	ENSG00000198301	ENST00000356260	CCDS3573.2	PRINCIPAL:1	MANE_Select
MYL5	ENSG00000215375	ENST00000400159	CCDS43197.1	PRINCIPAL:1	MANE_Select
TMPRSS11E	ENSG00000087128	ENST00000305363	CCDS33993.1	PRINCIPAL:1	MANE_Select
SULT1E1	ENSG00000109193	ENST00000226444	CCDS3531.1	PRINCIPAL:1	MANE_Select
LIN54	ENSG00000189308	ENST00000340417	CCDS3599.1	PRINCIPAL:4	MANE_Select
C4orf45	ENSG00000164123	ENST00000434826	CCDS47156.1	PRINCIPAL:1	MANE_Select
CXCL3	ENSG00000163734	ENST00000296026	CCDS34007.1	PRINCIPAL:1	MANE_Select
DSPP	ENSG00000152591	ENST00000651931	CCDS43248.1	PRINCIPAL:1	MANE_Select
HELT	ENSG00000187821	ENST00000515777	CCDS75214.1	PRINCIPAL:4	MANE_Select
WDR17	ENSG00000150627	ENST00000508596	CCDS43284.2	PRINCIPAL:1	MANE_Select
SEC31A	ENSG00000138674	ENST00000395310	CCDS3596.1	PRINCIPAL:4	MANE_Select
WWC2	ENSG00000151718	ENST00000403733	CCDS34109.2	PRINCIPAL:1	MANE_Select
EPHA5	ENSG00000145242	ENST00000613740	CCDS75131.1	PRINCIPAL:4	MANE_Select
KLKB1	ENSG00000164344	ENST00000264690	CCDS34120.1	PRINCIPAL:1	MANE_Select
CXCL2	ENSG00000081041	ENST00000508487	CCDS34008.1	PRINCIPAL:1	MANE_Select
SLC4A4	ENSG00000080493	ENST00000264485	CCDS43236.1	PRINCIPAL:2	MANE_Select
C4orf19	ENSG00000154274	ENST00000381980	CCDS3442.1	PRINCIPAL:1	MANE_Select
USP46	ENSG00000109189	ENST00000441222	CCDS47053.1	PRINCIPAL:1	MANE_Select
UGT2B10	ENSG00000109181	ENST00000265403	CCDS75136.1	PRINCIPAL:1	MANE_Select
SETD7	ENSG00000145391	ENST00000274031	CCDS3748.1	PRINCIPAL:1	MANE_Select
TMEM129	ENSG00000168936	ENST00000382936	CCDS46998.1	PRINCIPAL:1	MANE_Select
UBA6	ENSG00000033178	ENST00000322244	CCDS3516.1	PRINCIPAL:1	MANE_Select
USP17L28	ENSG00000231051	ENST00000504543	CCDS59469.1	PRINCIPAL:1	MANE_Select
HTN1	ENSG00000126550	ENST00000246896	CCDS3534.1	PRINCIPAL:1	MANE_Select
BEND4	ENSG00000188848	ENST00000502486	CCDS47048.1	PRINCIPAL:1	MANE_Select
TRMT44	ENSG00000155275	ENST00000389737	CCDS3402.2	PRINCIPAL:2	MANE_Select
SPON2	ENSG00000159674	ENST00000290902	CCDS3347.1	PRINCIPAL:1	MANE_Select
ERVMER34-1	ENSG00000226887	ENST00000443173	-	PRINCIPAL:1	MANE_Select
JAKMIP1	ENSG00000152969	ENST00000409021	CCDS47005.1	PRINCIPAL:1	MANE_Select
CPLX1	ENSG00000168993	ENST00000304062	CCDS46995.1	PRINCIPAL:1	MANE_Select
PKD2	ENSG00000118762	ENST00000237596	CCDS3627.1	PRINCIPAL:1	MANE_Select
ARHGAP24	ENSG00000138639	ENST00000395184	CCDS34025.1	PRINCIPAL:1	MANE_Select
USP17L27	ENSG00000235780	ENST00000515574	CCDS59468.1	PRINCIPAL:1	MANE_Select
TMEM175	ENSG00000127419	ENST00000264771	CCDS3341.1	PRINCIPAL:1	MANE_Select
