Ensembl_id	Transcript_id	Gene_name	HGNC_name_e107
ENSG00000114209.10	ENST00000497056.2	PDCD10	PDCD10
ENSG00000114209.10	ENST00000461494.1	PDCD10	PDCD10
ENSG00000114209.10	ENST00000470131.1	PDCD10	PDCD10
ENSG00000163536.8	ENST00000446050.2	SERPINI1	SERPINI1
ENSG00000163536.8	ENST00000295777.5	SERPINI1	SERPINI1
ENSG00000173905.4	ENST00000470487.1	GOLIM4	GOLIM4
ENSG00000184378.2	ENST00000330368.2	ACTRT3	ACTRT3
ENSG00000085274.11	ENST00000349841.5	MYNN	MYNN
ENSG00000085274.11	ENST00000356716.4	MYNN	MYNN
ENSG00000171757.11	ENST00000446859.1	LRRC34	LRRC34
ENSG00000188306.6	ENST00000340806.6	LRRIQ4	LRRIQ4
ENSG00000114248.5	ENST00000316428.5	LRRC31	LRRC31
ENSG00000187033.5	ENST00000428432.2	SAMD7	SAMD7
ENSG00000187033.5	ENST00000335556.3	SAMD7	SAMD7
ENSG00000008952.12	ENST00000337002.4	SEC62	SEC62
ENSG00000008952.12	ENST00000480708.1	SEC62	SEC62
ENSG00000173890.12	ENST00000355897.5	GPR160	GPR160
ENSG00000173889.11	ENST00000495893.2	PHC3	PHC3
ENSG00000163558.8	ENST00000295797.4	PRKCI	PRKCI
ENSG00000136603.9	ENST00000259119.4	SKIL	SKIL
ENSG00000136603.9	ENST00000458537.3	SKIL	SKIL
ENSG00000013297.6	ENST00000064724.3	CLDN11	CLDN11
ENSG00000013293.5	ENST00000231706.5	SLC7A14	SLC7A14
ENSG00000163584.13	ENST00000295830.8	RPL22L1	RPL22L1
ENSG00000163577.3	ENST00000295822.2	EIF5A2	EIF5A2
ENSG00000163581.9	ENST00000314251.3	SLC2A2	SLC2A2
ENSG00000075651.11	ENST00000351298.4	PLD1	PLD1
ENSG00000186329.5	ENST00000334567.5	TMEM212	TMEM212
ENSG00000075420.8	ENST00000415807.2	FNDC3B	FNDC3B
ENSG00000075420.8	ENST00000336824.4	FNDC3B	FNDC3B
ENSG00000075420.8	ENST00000416957.1	FNDC3B	FNDC3B
ENSG00000121853.3	ENST00000241256.2	GHSR	GHSR
ENSG00000121858.6	ENST00000241261.2	TNFSF10	TNFSF10
ENSG00000144959.5	ENST00000475381.1	NCEH1	NCEH1
ENSG00000114346.9	ENST00000392692.3	ECT2	ECT2
ENSG00000114346.9	ENST00000540509.1	ECT2	ECT2
ENSG00000144962.6	ENST00000351008.3	SPATA16	SPATA16
ENSG00000177694.10	ENST00000454872.1	NAALADL2	NAALADL2
ENSG00000177565.11	ENST00000430069.1	TBL1XR1	TBL1XR1
ENSG00000177565.11	ENST00000457928.2	TBL1XR1	TBL1XR1
ENSG00000197584.7	ENST00000420517.2	KCNMB2	KCNMB2
ENSG00000197584.7	ENST00000452583.1	KCNMB2	KCNMB2
ENSG00000197584.7	ENST00000432997.1	KCNMB2	KCNMB2
ENSG00000197584.7	ENST00000358316.3	KCNMB2	KCNMB2
ENSG00000172667.6	ENST00000311417.2	ZMAT3	ZMAT3
ENSG00000121879.3	ENST00000263967.3	PIK3CA	PIK3CA
ENSG00000171121.12	ENST00000392685.2	KCNMB3	KCNMB3
ENSG00000121864.5	ENST00000496856.1	ZNF639	ZNF639
ENSG00000121864.5	ENST00000326361.3	ZNF639	ZNF639
ENSG00000121864.5	ENST00000484866.1	ZNF639	ZNF639
ENSG00000114450.5	ENST00000232564.3	GNB4	GNB4
ENSG00000114450.5	ENST00000468623.1	GNB4	GNB4
ENSG00000136518.12	ENST00000429709.2	ACTL6A	ACTL6A
ENSG00000136522.9	ENST00000476781.1	MRPL47	MRPL47
ENSG00000136521.8	ENST00000259037.3	NDUFB5	NDUFB5
ENSG00000058056.4	ENST00000263966.3	USP13	USP13
ENSG00000163728.6	ENST00000296015.4	TTC14	TTC14
ENSG00000145075.7	ENST00000442201.2	CCDC39	CCDC39
ENSG00000205981.2	ENST00000382564.2	DNAJC19	DNAJC19
ENSG00000181449.2	ENST00000431565.2	SOX2	SOX2
ENSG00000181449.2	ENST00000325404.1	SOX2	SOX2
ENSG00000058063.11	ENST00000323116.5	ATP11B	ATP11B
ENSG00000043093.9	ENST00000292782.4	DCUN1D1	DCUN1D1
ENSG00000078070.7	ENST00000265594.4	MCCC1	MCCC1
ENSG00000078081.3	ENST00000265598.3	LAMP3	LAMP3
ENSG00000176597.7	ENST00000326505.3	B3GNT5	B3GNT5
ENSG00000176597.7	ENST00000460419.1	B3GNT5	B3GNT5
ENSG00000176597.7	ENST00000465010.1	B3GNT5	B3GNT5
ENSG00000172578.7	ENST00000341319.3	KLHL6	KLHL6
ENSG00000114796.11	ENST00000242810.6	KLHL24	KLHL24
ENSG00000114796.11	ENST00000454652.2	KLHL24	KLHL24
ENSG00000163872.11	ENST00000305135.5	YEATS2	YEATS2
ENSG00000180834.3	ENST00000318631.3	MAP6D1	MAP6D1
ENSG00000175193.8	ENST00000317096.4	PARL	PARL
ENSG00000114770.12	ENST00000334444.6	ABCC5	ABCC5
ENSG00000178084.1	ENST00000318351.1	HTR3C	HTR3C
ENSG00000186038.5	ENST00000415389.2	HTR3E	HTR3E
ENSG00000145191.7	ENST00000273783.3	EIF2B5	EIF2B5
ENSG00000161202.13	ENST00000313143.3	DVL3	DVL3
ENSG00000161204.7	ENST00000429586.2	ABCF3	ABCF3
ENSG00000145198.10	ENST00000426955.2	VWA5B2	VWA5B2
ENSG00000214160.5	ENST00000397676.3	ALG3	ALG3
ENSG00000145194.13	ENST00000324557.4	ECE2	EEF1AKMT4
ENSG00000145194.13	ENST00000404464.3	ECE2	ECE2
ENSG00000163888.3	ENST00000296238.3	CAMK2N2	CAMK2N2
ENSG00000175166.12	ENST00000310118.4	PSMD2	PSMD2
ENSG00000114859.10	ENST00000265593.4	CLCN2	CLCN2
ENSG00000163882.5	ENST00000456318.1	POLR2H	POLR2H
ENSG00000163882.5	ENST00000296223.3	POLR2H	POLR2H
ENSG00000090534.13	ENST00000204615.7	THPO	THPO
ENSG00000090539.11	ENST00000204604.1	CHRD	CHRD
ENSG00000182580.2	ENST00000330394.2	EPHB3	EPHB3
ENSG00000177383.3	ENST00000317897.3	MAGEF1	MAGEF1
ENSG00000187068.2	ENST00000335012.2	C3orf70	C3orf70
ENSG00000113790.6	ENST00000231887.3	EHHADH	EHHADH
ENSG00000073803.9	ENST00000424227.1	MAP3K13	MAP3K13
ENSG00000073803.9	ENST00000265026.3	MAP3K13	MAP3K13
ENSG00000163900.6	ENST00000421852.1	TMEM41A	TMEM41A
ENSG00000163898.5	ENST00000296252.4	LIPH	LIPH
ENSG00000163904.8	ENST00000296257.5	SENP2	SENP2
ENSG00000073792.11	ENST00000382199.2	IGF2BP2	IGF2BP2
ENSG00000136527.13	ENST00000453386.2	TRA2B	TRA2B
ENSG00000244405.3	ENST00000306376.5	ETV5	ETV5
ENSG00000244405.3	ENST00000434744.1	ETV5	ETV5
ENSG00000058866.10	ENST00000265022.3	DGKG	DGKG
ENSG00000213139.3	ENST00000392499.2	CRYGS	CRYGS
ENSG00000213139.3	ENST00000307944.5	CRYGS	CRYGS
ENSG00000113838.8	ENST00000424280.1	TBCCD1	TBCCD1
ENSG00000113838.8	ENST00000338733.5	TBCCD1	TBCCD1
ENSG00000090520.6	ENST00000439351.1	DNAJB11	DNAJB11
ENSG00000090520.6	ENST00000265028.3	DNAJB11	DNAJB11
ENSG00000145192.8	ENST00000411641.2	AHSG	AHSG
ENSG00000090512.7	ENST00000450521.1	FETUB	FETUB
ENSG00000090512.7	ENST00000265029.3	FETUB	FETUB
ENSG00000113905.4	ENST00000232003.4	HRG	HRG
ENSG00000156976.10	ENST00000323963.5	EIF4A2	EIF4A2
ENSG00000163918.6	ENST00000392481.2	RFC4	RFC4
ENSG00000163918.6	ENST00000296273.2	RFC4	RFC4
ENSG00000181092.5	ENST00000412955.2	ADIPOQ	ADIPOQ
ENSG00000181092.5	ENST00000320741.2	ADIPOQ	ADIPOQ
ENSG00000181092.5	ENST00000444204.2	ADIPOQ	ADIPOQ
ENSG00000073849.10	ENST00000169298.3	ST6GAL1	ST6GAL1
ENSG00000073849.10	ENST00000448044.1	ST6GAL1	ST6GAL1
ENSG00000163923.5	ENST00000455270.1	RPL39L	RPL39L
ENSG00000163923.5	ENST00000296277.4	RPL39L	RPL39L
ENSG00000163923.5	ENST00000433055.1	RPL39L	RPL39L
ENSG00000175077.5	ENST00000312295.4	RTP1	RTP1
ENSG00000136514.2	ENST00000259030.2	RTP4	RTP4
ENSG00000157005.3	ENST00000287641.3	SST	SST
ENSG00000198471.1	ENST00000358241.1	RTP2	RTP2
ENSG00000113916.13	ENST00000406870.2	BCL6	BCL6
ENSG00000113916.13	ENST00000232014.4	BCL6	BCL6
ENSG00000145012.8	ENST00000312675.4	LPP	LPP
ENSG00000145012.8	ENST00000543006.1	LPP	LPP
ENSG00000188001.5	ENST00000433971.1	TPRG1	TPRG1
ENSG00000188001.5	ENST00000345063.3	TPRG1	TPRG1
ENSG00000073282.8	ENST00000264731.3	TP63	TP63
ENSG00000090530.5	ENST00000319332.5	LEPREL1	P3H2
ENSG00000163347.5	ENST00000295522.3	CLDN1	CLDN1
ENSG00000198398.2	ENST00000354905.2	TMEM207	TMEM207
ENSG00000196083.5	ENST00000072516.3	IL1RAP	IL1RAP
ENSG00000196083.5	ENST00000412504.2	IL1RAP	IL1RAP
ENSG00000196083.5	ENST00000439062.1	IL1RAP	IL1RAP
ENSG00000196083.5	ENST00000447382.1	IL1RAP	IL1RAP
ENSG00000205835.4	ENST00000442080.1	GMNC	GMNC
ENSG00000188729.2	ENST00000339051.1	OSTN	OSTN
ENSG00000188958.5	ENST00000340524.5	UTS2B	UTS2B
ENSG00000188958.5	ENST00000427544.2	UTS2B	UTS2B
ENSG00000253548.1	ENST00000518817.1	PYDC2	PYDC2
ENSG00000180611.6	ENST00000392452.2	MB21D2	MB21D2
ENSG00000127252.4	ENST00000602513.1	HRASLS	PLAAT1
ENSG00000187527.6	ENST00000342358.4	ATP13A5	ATP13A5
ENSG00000127249.10	ENST00000342695.4	ATP13A4	ATP13A4
ENSG00000114315.3	ENST00000232424.3	HES1	HES1
ENSG00000178772.6	ENST00000323830.3	CPN2	CPN2
ENSG00000178772.6	ENST00000429275.1	CPN2	CPN2
ENSG00000172061.7	ENST00000347624.3	LRRC15	LRRC15
ENSG00000178732.4	ENST00000401815.1	GP5	GP5
ENSG00000178732.4	ENST00000323007.3	GP5	GP5
ENSG00000145014.13	ENST00000347147.4	TMEM44	TMEM44
ENSG00000041802.6	ENST00000265245.5	LSG1	LSG1
ENSG00000185112.4	ENST00000329759.4	FAM43A	FAM43A
ENSG00000173950.11	ENST00000310380.6	XXYLT1	XXYLT1
ENSG00000114331.8	ENST00000326793.6	ACAP2	ACAP2
ENSG00000184203.3	ENST00000328432.3	PPP1R2	PPP1R2
ENSG00000189058.4	ENST00000343267.3	APOD	APOD
ENSG00000176945.12	ENST00000447234.2	MUC20	MUC20
ENSG00000145113.17	ENST00000463781.3	MUC4	MUC4
ENSG00000072274.8	ENST00000360110.4	TFRC	TFRC
ENSG00000072274.8	ENST00000392396.3	TFRC	TFRC
ENSG00000163958.9	ENST00000296326.3	ZDHHC19	ZDHHC19
ENSG00000163959.5	ENST00000296327.5	SLC51A	SLC51A
ENSG00000161217.7	ENST00000292823.2	PCYT1A	PCYT1A
ENSG00000161217.7	ENST00000431016.1	PCYT1A	PCYT1A
ENSG00000213123.6	ENST00000325318.5	TCTEX1D2	DYNLT2B
ENSG00000145107.11	ENST00000273695.3	TM4SF19	TM4SF19
ENSG00000163960.7	ENST00000296328.4	UBXN7	UBXN7
ENSG00000163961.4	ENST00000318037.3	RNF168	RNF168
ENSG00000214097.4	ENST00000397537.2	SMCO1	SMCO1
ENSG00000185798.6	ENST00000332629.5	WDR53	WDR53
ENSG00000174013.7	ENST00000311630.6	FBXO45	FBXO45
ENSG00000174004.5	ENST00000328557.4	NRROS	NRROS
ENSG00000180370.6	ENST00000327134.3	PAK2	PAK2
ENSG00000119231.6	ENST00000323460.5	SENP5	SENP5
ENSG00000114503.6	ENST00000321256.5	NCBP2	NCBP2
ENSG00000119227.3	ENST00000412723.1	PIGZ	PIGZ
ENSG00000163975.7	ENST00000296350.5	MFI2	MELTF
ENSG00000161267.7	ENST00000392378.2	BDH1	BDH1
ENSG00000161267.7	ENST00000358186.2	BDH1	BDH1
ENSG00000161267.7	ENST00000392379.1	BDH1	BDH1
ENSG00000145016.9	ENST00000296343.5	KIAA0226	RUBCN
ENSG00000122068.8	ENST00000241502.4	FYTTD1	FYTTD1
ENSG00000186001.8	ENST00000425562.2	LRCH3	LRCH3
ENSG00000114473.9	ENST00000265239.6	IQCG	IQCG
ENSG00000114473.9	ENST00000455191.1	IQCG	IQCG
ENSG00000182899.10	ENST00000464167.1	RPL35A	RPL35A
ENSG00000182899.10	ENST00000448864.1	RPL35A	RPL35A
ENSG00000186777.7	ENST00000419098.1	ZNF732	ZNF732
ENSG00000131127.9	ENST00000240499.7	ZNF141	ZNF141
ENSG00000182903.11	ENST00000511833.2	ZNF721	ZNF721
ENSG00000174227.11	ENST00000453061.2	PIGG	PIGG
ENSG00000133256.8	ENST00000496514.1	PDE6B	PDE6B
ENSG00000169020.5	ENST00000304312.4	ATP5I	ATP5ME
ENSG00000215375.2	ENST00000400159.2	MYL5	MYL5
ENSG00000185619.13	ENST00000362003.5	PCGF3	PCGF3
ENSG00000185619.13	ENST00000470161.2	PCGF3	PCGF3
ENSG00000185619.13	ENST00000505655.2	PCGF3	PCGF3
ENSG00000168993.10	ENST00000304062.6	CPLX1	CPLX1
ENSG00000178950.12	ENST00000314167.4	GAK	GAK
ENSG00000127419.12	ENST00000264771.4	TMEM175	TMEM175
ENSG00000145214.9	ENST00000273814.3	DGKQ	DGKQ
ENSG00000145217.9	ENST00000361661.2	SLC26A1	SLC26A1
ENSG00000145217.9	ENST00000398516.2	SLC26A1	SLC26A1
ENSG00000127415.8	ENST00000247933.4	IDUA	IDUA
ENSG00000127418.10	ENST00000398484.2	FGFRL1	FGFRL1
ENSG00000127418.10	ENST00000510644.1	FGFRL1	FGFRL1
ENSG00000127418.10	ENST00000504138.1	FGFRL1	FGFRL1
ENSG00000127418.10	ENST00000264748.6	FGFRL1	FGFRL1
ENSG00000159674.7	ENST00000290902.5	SPON2	SPON2
ENSG00000159674.7	ENST00000431380.1	SPON2	SPON2
ENSG00000159692.11	ENST00000382952.3	CTBP1	CTBP1
ENSG00000090316.11	ENST00000303400.4	MAEA	MAEA
ENSG00000163945.11	ENST00000511216.1	UVSSA	UVSSA
ENSG00000163945.11	ENST00000389851.4	UVSSA	UVSSA
ENSG00000163945.11	ENST00000507531.1	UVSSA	UVSSA
ENSG00000174137.8	ENST00000308132.6	FAM53A	FAM53A
ENSG00000174137.8	ENST00000461064.1	FAM53A	FAM53A
ENSG00000174137.8	ENST00000472884.2	FAM53A	FAM53A
ENSG00000163950.8	ENST00000489418.1	SLBP	SLBP
ENSG00000168936.6	ENST00000382936.3	TMEM129	TMEM129
ENSG00000168936.6	ENST00000536901.1	TMEM129	TMEM129
ENSG00000013810.14	ENST00000313288.4	TACC3	TACC3
ENSG00000168924.10	ENST00000302787.2	LETM1	LETM1
ENSG00000109685.13	ENST00000508803.1	WHSC1	NSD2
ENSG00000109685.13	ENST00000382891.5	WHSC1	NSD2
ENSG00000109685.13	ENST00000382892.2	WHSC1	NSD2
ENSG00000109685.13	ENST00000382895.3	WHSC1	NSD2
ENSG00000185049.8	ENST00000411638.2	NELFA	NELFA
ENSG00000243449.2	ENST00000409860.1	C4orf48	C4orf48
ENSG00000185818.7	ENST00000423729.2	NAT8L	NAT8L
ENSG00000130997.12	ENST00000511885.2	POLN	POLN
ENSG00000130997.12	ENST00000382865.1	POLN	POLN
ENSG00000214367.3	ENST00000243706.4	HAUS3	HAUS3
ENSG00000214367.3	ENST00000443786.2	HAUS3	HAUS3
ENSG00000123933.10	ENST00000337190.2	MXD4	MXD4
ENSG00000159733.9	ENST00000290974.2	ZFYVE28	ZFYVE28
ENSG00000063978.11	ENST00000314289.8	RNF4	RNF4
ENSG00000063978.11	ENST00000506706.1	RNF4	RNF4
ENSG00000063978.11	ENST00000511600.1	RNF4	RNF4
ENSG00000168884.10	ENST00000315423.7	TNIP2	TNIP2
ENSG00000087266.11	ENST00000452765.2	SH3BP2	SH3BP2
ENSG00000087266.11	ENST00000435136.2	SH3BP2	SH3BP2
ENSG00000087266.11	ENST00000511747.1	SH3BP2	SH3BP2
ENSG00000087266.11	ENST00000356331.5	SH3BP2	SH3BP2
ENSG00000109736.10	ENST00000355443.4	MFSD10	MFSD10
ENSG00000109736.10	ENST00000329687.4	MFSD10	MFSD10
ENSG00000087269.11	ENST00000416614.2	NOP14	NOP14
ENSG00000087269.11	ENST00000314262.6	NOP14	NOP14
ENSG00000125388.15	ENST00000398052.4	GRK4	GRK4
ENSG00000197386.6	ENST00000355072.5	HTT	HTT
ENSG00000159788.14	ENST00000344733.5	RGS12	RGS12
ENSG00000109758.4	ENST00000382774.3	HGFAC	HGFAC
ENSG00000175920.11	ENST00000340083.5	DOK7	DOK7
ENSG00000163956.6	ENST00000500728.2	LRPAP1	LRPAP1
ENSG00000184160.6	ENST00000330055.5	ADRA2C	ADRA2C
ENSG00000163982.5	ENST00000296358.4	OTOP1	OTOP1
ENSG00000132406.7	ENST00000382753.4	TMEM128	TMEM128
ENSG00000132406.7	ENST00000540397.1	TMEM128	TMEM128
ENSG00000168826.11	ENST00000337872.4	ZBTB49	ZBTB49
ENSG00000168824.10	ENST00000421177.2	NSG1	NSG1
ENSG00000168824.10	ENST00000513555.1	NSG1	NSG1
ENSG00000168824.10	ENST00000505246.1	NSG1	NSG1
ENSG00000168824.10	ENST00000506380.1	NSG1	NSG1
ENSG00000168824.10	ENST00000397958.1	NSG1	NSG1
ENSG00000168824.10	ENST00000433139.2	NSG1	NSG1
ENSG00000168824.10	ENST00000513829.1	NSG1	NSG1
ENSG00000168818.5	ENST00000306200.2	STX18	STX18
ENSG00000163132.6	ENST00000382723.4	MSX1	MSX1
ENSG00000170891.6	ENST00000307746.4	CYTL1	CYTL1
ENSG00000152953.8	ENST00000282908.5	STK32B	STK32B
ENSG00000173040.8	ENST00000344408.5	EVC2	EVC2
ENSG00000072840.8	ENST00000264956.6	EVC	EVC
ENSG00000072840.8	ENST00000382674.2	EVC	EVC
ENSG00000152969.12	ENST00000409021.3	JAKMIP1	JAKMIP1
ENSG00000109501.9	ENST00000503569.1	WFS1	WFS1
ENSG00000109501.9	ENST00000226760.1	WFS1	WFS1
ENSG00000074211.9	ENST00000382599.4	PPP2R2C	PPP2R2C
ENSG00000013288.4	ENST00000285599.3	MAN2B2	MAN2B2
ENSG00000179010.10	ENST00000320912.4	MRFAP1	MRFAP1
ENSG00000179010.10	ENST00000507420.1	MRFAP1	MRFAP1
ENSG00000179010.10	ENST00000382581.4	MRFAP1	MRFAP1
ENSG00000163993.6	ENST00000296370.3	S100P	S100P
ENSG00000178988.10	ENST00000320848.6	MRFAP1L1	MRFAP1L1
ENSG00000186222.3	ENST00000320776.3	BLOC1S4	BLOC1S4
ENSG00000170871.7	ENST00000425103.1	KIAA0232	KIAA0232
ENSG00000170871.7	ENST00000307659.5	KIAA0232	KIAA0232
ENSG00000173013.4	ENST00000310085.4	CCDC96	CCDC96
ENSG00000173011.11	ENST00000310074.7	TADA2B	TADA2B
ENSG00000109519.8	ENST00000264954.4	GRPEL1	GRPEL1
ENSG00000184985.12	ENST00000507866.2	SORCS2	SORCS2
ENSG00000178597.4	ENST00000319098.4	PSAPL1	PSAPL1
ENSG00000163995.14	ENST00000447017.2	ABLIM2	ABLIM2
ENSG00000125089.12	ENST00000245105.3	SH3TC1	SH3TC1
ENSG00000170801.5	ENST00000307358.2	HTRA3	HTRA3
ENSG00000087008.11	ENST00000356406.5	ACOX3	ACOX3
ENSG00000087008.11	ENST00000503233.1	ACOX3	ACOX3
ENSG00000155275.14	ENST00000389737.4	TRMT44	TRMT44
ENSG00000155269.7	ENST00000382487.4	GPR78	GPR78
ENSG00000109625.14	ENST00000360986.4	CPZ	CPZ
ENSG00000215612.5	ENST00000400677.3	HMX1	HMX1
ENSG00000229924.2	ENST00000512047.1	FAM90A26	FAM90A26
ENSG00000229924.2	ENST00000432515.1	FAM90A26	FAM90A26
ENSG00000232399.2	ENST00000429667.1	USP17L13	USP17L13
ENSG00000231396.1	ENST00000417945.1	USP17L10	USP17L10
ENSG00000233136.1	ENST00000457736.1	USP17L11	USP17L11
ENSG00000227551.1	ENST00000415041.1	USP17L12	USP17L12
ENSG00000249104.1	ENST00000511568.1	USP17L17	USP17L17
ENSG00000250844.1	ENST00000504209.1	USP17L18	USP17L18
ENSG00000248920.1	ENST00000515566.1	USP17L19	USP17L19
ENSG00000250745.1	ENST00000506151.1	USP17L20	USP17L20
ENSG00000249811.1	ENST00000506414.1	USP17L21	USP17L21
ENSG00000248933.1	ENST00000511280.1	USP17L22	USP17L22
ENSG00000232264.3	ENST00000504481.1	USP17L24	USP17L30
ENSG00000230430.3	ENST00000509271.1	USP17L25	USP17L30
ENSG00000229579.3	ENST00000509660.1	USP17L26	USP17L30
ENSG00000227140.3	ENST00000507227.1	USP17L5	USP17L5
ENSG00000235780.3	ENST00000515574.1	USP17L27	USP17L30
ENSG00000231051.3	ENST00000504543.1	USP17L28	USP17L30
ENSG00000231637.3	ENST00000511681.1	USP17L29	USP17L30
ENSG00000228856.3	ENST00000504104.1	USP17L30	USP17L30
ENSG00000186146.1	ENST00000334879.1	DEFB131	DEFB131A
ENSG00000109667.7	ENST00000264784.3	SLC2A9	SLC2A9
ENSG00000169676.4	ENST00000304374.2	DRD5	DRD5
ENSG00000071127.12	ENST00000499869.2	WDR1	WDR1
ENSG00000071127.12	ENST00000382452.2	WDR1	WDR1
ENSG00000178163.3	ENST00000326756.3	ZNF518B	ZNF518B
ENSG00000109684.10	ENST00000226951.6	CLNK	CLNK
ENSG00000002587.5	ENST00000002596.5	HS3ST1	HS3ST1
ENSG00000157869.10	ENST00000330852.5	RAB28	RAB28
ENSG00000109705.7	ENST00000382438.5	NKX3-2	NKX3-2
ENSG00000038219.8	ENST00000040738.5	BOD1L1	BOD1L1
ENSG00000137449.11	ENST00000538197.1	CPEB2	CPEB2
ENSG00000163145.8	ENST00000429690.1	C1QTNF7	C1QTNF7
ENSG00000163145.8	ENST00000444304.2	C1QTNF7	C1QTNF7
ENSG00000048342.11	ENST00000424120.1	CC2D2A	CC2D2A
ENSG00000048342.11	ENST00000413206.1	CC2D2A	CC2D2A
ENSG00000048342.11	ENST00000503292.1	CC2D2A	CC2D2A
ENSG00000118564.10	ENST00000341285.3	FBXL5	FBXL5
ENSG00000237765.2	ENST00000422728.2	FAM200B	FAM200B
ENSG00000109743.6	ENST00000265016.4	BST1	BST1
ENSG00000004468.8	ENST00000226279.3	CD38	CD38
ENSG00000137440.3	ENST00000382333.1	FGFBP1	FGFBP1
ENSG00000137440.3	ENST00000259988.2	FGFBP1	FGFBP1
ENSG00000137441.7	ENST00000259989.6	FGFBP2	FGFBP2
ENSG00000007062.7	ENST00000447510.2	PROM1	PROM1
ENSG00000007062.7	ENST00000510224.1	PROM1	PROM1
ENSG00000169762.12	ENST00000405303.2	TAPT1	TAPT1
ENSG00000169744.8	ENST00000304523.5	LDB2	LDB2
ENSG00000151552.7	ENST00000281243.5	QDPR	QDPR
ENSG00000249581.2	ENST00000511148.2	CLRN2	CLRN2
ENSG00000002549.8	ENST00000226299.4	LAP3	LAP3
ENSG00000118579.7	ENST00000237380.7	MED28	MED28
ENSG00000047662.4	ENST00000265018.3	FAM184B	FAM184B
ENSG00000163257.6	ENST00000382247.1	DCAF16	DCAF16
ENSG00000163257.6	ENST00000536863.1	DCAF16	DCAF16
ENSG00000109805.5	ENST00000251496.2	NCAPG	NCAPG
ENSG00000145147.15	ENST00000504154.1	SLIT2	SLIT2
ENSG00000163138.14	ENST00000471979.2	PACRGL	PACRGL
ENSG00000163138.14	ENST00000503585.1	PACRGL	PACRGL
ENSG00000152990.9	ENST00000334304.5	GPR125	ADGRA3
ENSG00000109819.4	ENST00000264867.2	PPARGC1A	PPARGC1A
ENSG00000109606.8	ENST00000336812.4	DHX15	DHX15
ENSG00000109610.5	ENST00000382120.3	SOD3	SOD3
ENSG00000153012.7	ENST00000382114.4	LGI2	LGI2
ENSG00000109618.7	ENST00000382103.2	SEPSECS	SEPSECS
ENSG00000038210.9	ENST00000264864.6	PI4K2B	PI4K2B
ENSG00000168228.10	ENST00000302874.4	ZCCHC4	ZCCHC4
ENSG00000053900.6	ENST00000315368.3	ANAPC4	ANAPC4
ENSG00000091490.6	ENST00000399878.3	SEL1L3	SEL1L3
ENSG00000250317.4	ENST00000506197.2	SMIM20	SMIM20
ENSG00000163394.5	ENST00000295589.3	CCKAR	CCKAR
ENSG00000109680.6	ENST00000264866.4	TBC1D19	TBC1D19
ENSG00000047365.7	ENST00000303965.4	ARAP2	ARAP2
ENSG00000174145.7	ENST00000309447.5	KIAA1239	NWD2
ENSG00000154274.10	ENST00000381980.4	C4orf19	C4orf19
ENSG00000154274.10	ENST00000284437.6	C4orf19	C4orf19
ENSG00000181826.5	ENST00000314117.4	RELL1	RELL1
ENSG00000181826.5	ENST00000454158.2	RELL1	RELL1
ENSG00000169299.9	ENST00000381967.4	PGM2	PGM2
ENSG00000250254.1	ENST00000504686.1	PTTG2	PTTG2
ENSG00000109787.8	ENST00000261438.5	KLF3	KLF3
ENSG00000174123.6	ENST00000308973.4	TLR10	TLR10
ENSG00000174123.6	ENST00000506111.1	TLR10	TLR10
ENSG00000174123.6	ENST00000361424.2	TLR10	TLR10
ENSG00000174123.6	ENST00000508334.1	TLR10	TLR10
ENSG00000174125.3	ENST00000308979.2	TLR1	TLR1
ENSG00000174125.3	ENST00000502213.2	TLR1	TLR1
ENSG00000174130.8	ENST00000436693.2	TLR6	TLR6
ENSG00000174130.8	ENST00000381950.1	TLR6	TLR6
ENSG00000197712.7	ENST00000358869.2	FAM114A1	FAM114A1
ENSG00000121895.7	ENST00000381938.3	TMEM156	TMEM156
ENSG00000109790.12	ENST00000261425.3	KLHL5	KLHL5
ENSG00000157796.13	ENST00000399820.3	WDR19	WDR19
ENSG00000035928.10	ENST00000349703.2	RFC1	RFC1
ENSG00000134962.6	ENST00000257408.4	KLB	KLB
ENSG00000163682.11	ENST00000295955.9	RPL9	RPL9
ENSG00000163682.11	ENST00000449470.2	RPL9	RPL9
ENSG00000121897.9	ENST00000261434.3	LIAS	LIAS
ENSG00000109814.7	ENST00000316423.6	UGDH	UGDH
ENSG00000109814.7	ENST00000506179.1	UGDH	UGDH
ENSG00000163683.7	ENST00000295958.5	SMIM14	SMIM14
ENSG00000078140.9	ENST00000261427.5	UBE2K	UBE2K
ENSG00000121892.10	ENST00000303538.8	PDS5A	PDS5A
ENSG00000078177.9	ENST00000261435.6	N4BP2	N4BP2
ENSG00000168421.8	ENST00000505618.1	RHOH	RHOH
ENSG00000168421.8	ENST00000381799.5	RHOH	RHOH
ENSG00000174343.5	ENST00000310169.2	CHRNA9	CHRNA9
ENSG00000163694.10	ENST00000381793.2	RBM47	RBM47
ENSG00000163694.10	ENST00000295971.7	RBM47	RBM47
ENSG00000179299.12	ENST00000381782.2	NSUN7	NSUN7
ENSG00000163697.12	ENST00000508593.1	APBB2	APBB2
ENSG00000154277.8	ENST00000503431.1	UCHL1	UCHL1
ENSG00000154277.8	ENST00000284440.4	UCHL1	UCHL1
ENSG00000109132.5	ENST00000226382.2	PHOX2B	PHOX2B
ENSG00000109133.8	ENST00000504986.1	TMEM33	TMEM33
